method,n,ar,df,rho,SNR,rep,mse
quantile,200,0.2,2.0,0.2,10,3,0.011883824967170359
huber,200,0.2,2.0,0.2,10,3,0.010873452701839894
linear,200,0.2,2.0,0.2,10,4,0.045260571880700054
quantile,200,0.2,2.0,0.2,10,4,0.012529842010939091
huber,200,0.2,2.0,0.2,10,4,0.010136030501564558
linear,200,0.2,2.0,0.2,10,5,0.03454733371565008
quantile,200,0.2,2.0,0.2,10,5,0.017461470178424542
huber,200,0.2,2.0,0.2,10,5,0.015797946035727657
linear,200,0.2,2.0,0.2,10,6,0.046837290948593714
quantile,200,0.2,2.0,0.2,10,6,0.011277451780262274
huber,200,0.2,2.0,0.2,10,6,0.009230190337074373
linear,200,0.2,2.0,0.2,10,7,0.035033500985710696
quantile,200,0.2,2.0,0.2,10,7,0.012257651531364887
huber,200,0.2,2.0,0.2,10,7,0.012594430960643745
linear,200,0.2,2.0,0.2,10,8,0.18741474493560495
quantile,200,0.2,2.0,0.2,10,8,0.025576429399453295
huber,200,0.2,2.0,0.2,10,8,0.020752967276620325
linear,200,0.2,2.0,0.2,10,9,0.05736860368555401
quantile,200,0.2,2.0,0.2,10,9,0.013303707900483899
huber,200,0.2,2.0,0.2,10,9,0.012849193023033664
linear,200,0.2,2.0,0.2,10,10,0.02186542120042331
quantile,200,0.2,2.0,0.2,10,10,0.02459641747185096
huber,200,0.2,2.0,0.2,10,10,0.01769368510332111
linear,200,0.2,2.0,0.2,10,11,0.012140376765768813
quantile,200,0.2,2.0,0.2,10,11,0.011297643838613721
huber,200,0.2,2.0,0.2,10,11,0.010270958021378918
linear,200,0.2,2.0,0.2,10,12,0.08801976776894282
quantile,200,0.2,2.0,0.2,10,12,0.014423241579605593
huber,200,0.2,2.0,0.2,10,12,0.012237363032511347
linear,200,0.2,2.0,0.2,10,13,0.02997929771022455
quantile,200,0.2,2.0,0.2,10,13,0.013410081692105303
huber,200,0.2,2.0,0.2,10,13,0.013242716122312235
linear,200,0.2,2.0,0.2,10,14,0.07914093431421812
quantile,200,0.2,2.0,0.2,10,14,0.014487056700872056
huber,200,0.2,2.0,0.2,10,14,0.016491025893784
linear,200,0.2,2.0,0.2,10,15,0.0774573921233838
quantile,200,0.2,2.0,0.2,10,15,0.014048741402194101
huber,200,0.2,2.0,0.2,10,15,0.013832330805584015
linear,200,0.2,2.0,0.2,10,16,0.07455095143452194
quantile,200,0.2,2.0,0.2,10,16,0.0259839422439588
huber,200,0.2,2.0,0.2,10,16,0.016223214413795407
linear,200,0.2,2.0,0.2,10,17,0.045613208147554415
quantile,200,0.2,2.0,0.2,10,17,0.025572638558965594
huber,200,0.2,2.0,0.2,10,17,0.019950077027314213
linear,200,0.2,2.0,0.2,10,18,0.02501080060802302
quantile,200,0.2,2.0,0.2,10,18,0.01715610126863755
huber,200,0.2,2.0,0.2,10,18,0.017390722219566286
linear,200,0.2,2.0,0.2,10,19,0.05257260628438617
quantile,200,0.2,2.0,0.2,10,19,0.015401778142168976
huber,200,0.2,2.0,0.2,10,19,0.015197733441487466
linear,200,0.2,2.0,0.2,10,20,0.060739605164937316
quantile,200,0.2,2.0,0.2,10,20,0.022598871421760897
huber,200,0.2,2.0,0.2,10,20,0.022038654214281753
linear,200,0.2,2.0,0.2,10,21,0.1755516567021589
quantile,200,0.2,2.0,0.2,10,21,0.02448065023025871
huber,200,0.2,2.0,0.2,10,21,0.02104535224293102
linear,200,0.2,2.0,0.2,10,22,0.31732215430815075
quantile,200,0.2,2.0,0.2,10,22,0.013669310378091808
huber,200,0.2,2.0,0.2,10,22,0.008047141567085792
linear,200,0.2,2.0,0.2,10,23,0.024531449247856236
quantile,200,0.2,2.0,0.2,10,23,0.012834547375662272
huber,200,0.2,2.0,0.2,10,23,0.013419832419316168
linear,200,0.2,2.0,0.2,10,24,0.018999786555209695
quantile,200,0.2,2.0,0.2,10,24,0.014615344973896955
huber,200,0.2,2.0,0.2,10,24,0.011213908120776887
linear,200,0.2,2.0,0.2,10,25,0.03384778348971868
quantile,200,0.2,2.0,0.2,10,25,0.008903048934487064
huber,200,0.2,2.0,0.2,10,25,0.008655111928882306
linear,200,0.2,2.0,0.2,10,26,0.03183582497060807
quantile,200,0.2,2.0,0.2,10,26,0.018875827068264735
huber,200,0.2,2.0,0.2,10,26,0.015138424400301814
linear,200,0.2,2.0,0.2,10,27,0.039668363441344646
quantile,200,0.2,2.0,0.2,10,27,0.015761536410771194
huber,200,0.2,2.0,0.2,10,27,0.012908913075078585
linear,200,0.2,2.0,0.2,10,28,0.03523924825654179
quantile,200,0.2,2.0,0.2,10,28,0.02659156181060309
huber,200,0.2,2.0,0.2,10,28,0.014592209905503728
linear,200,0.2,2.0,0.2,10,29,0.03183443566764297
quantile,200,0.2,2.0,0.2,10,29,0.016826327731949902
huber,200,0.2,2.0,0.2,10,29,0.012605272919761495
linear,200,0.2,3.0,0.2,1,0,0.007964303307080575
quantile,200,0.2,3.0,0.2,1,0,0.003247938813710595
huber,200,0.2,3.0,0.2,1,0,0.0029107103005557807
linear,200,0.2,3.0,0.2,1,1,0.005581991297993506
quantile,200,0.2,3.0,0.2,1,1,0.002919540729086129
huber,200,0.2,3.0,0.2,1,1,0.002608241667740865
linear,200,0.2,3.0,0.2,1,2,0.0028656417839733966
quantile,200,0.2,3.0,0.2,1,2,0.0035378616605209303
huber,200,0.2,3.0,0.2,1,2,0.0021643546521439346
linear,200,0.2,3.0,0.2,1,3,0.0038190519206821915
quantile,200,0.2,3.0,0.2,1,3,0.002266923901893423
huber,200,0.2,3.0,0.2,1,3,0.002318647001730194
linear,200,0.2,3.0,0.2,1,4,0.005445188644108691
quantile,200,0.2,3.0,0.2,1,4,0.00380138739527282
huber,200,0.2,3.0,0.2,1,4,0.0031907773458128936
linear,200,0.2,3.0,0.2,1,5,0.0057354827035369215
quantile,200,0.2,3.0,0.2,1,5,0.005941059349605203
huber,200,0.2,3.0,0.2,1,5,0.004275694098745167
linear,200,0.2,3.0,0.2,1,6,0.0069613762391890766
quantile,200,0.2,3.0,0.2,1,6,0.0024189848300265127
huber,200,0.2,3.0,0.2,1,6,0.00257110300435328
linear,200,0.2,3.0,0.2,1,7,0.004505350962312964
quantile,200,0.2,3.0,0.2,1,7,0.0037124205811063724
huber,200,0.2,3.0,0.2,1,7,0.003243110568435606
linear,200,0.2,3.0,0.2,1,8,0.015487455560983165
quantile,200,0.2,3.0,0.2,1,8,0.004870065014840101
huber,200,0.2,3.0,0.2,1,8,0.0037538051714865713
linear,200,0.2,3.0,0.2,1,9,0.0066559884723812485
quantile,200,0.2,3.0,0.2,1,9,0.005505618719080528
huber,200,0.2,3.0,0.2,1,9,0.004773431321586214
linear,200,0.2,3.0,0.2,1,10,0.003843660612756182
quantile,200,0.2,3.0,0.2,1,10,0.0031787681251972495
huber,200,0.2,3.0,0.2,1,10,0.0022411904576242338
linear,200,0.2,3.0,0.2,1,11,0.0031175240565419564
quantile,200,0.2,3.0,0.2,1,11,0.005498087937548422
huber,200,0.2,3.0,0.2,1,11,0.0033499312326597157
linear,200,0.2,3.0,0.2,1,12,0.007271802928745916
quantile,200,0.2,3.0,0.2,1,12,0.005560421644486243
huber,200,0.2,3.0,0.2,1,12,0.005280196861047217
linear,200,0.2,3.0,0.2,1,13,0.015709493550987563
quantile,200,0.2,3.0,0.2,1,13,0.004875197300077067
huber,200,0.2,3.0,0.2,1,13,0.0036693330086949505
linear,200,0.2,3.0,0.2,1,14,0.003376746622797598
quantile,200,0.2,3.0,0.2,1,14,0.0026772522325199423
huber,200,0.2,3.0,0.2,1,14,0.002848647476516264
linear,200,0.2,3.0,0.2,1,15,0.0042808562089372395
quantile,200,0.2,3.0,0.2,1,15,0.0034860224437268912
huber,200,0.2,3.0,0.2,1,15,0.002433483938047842
linear,200,0.2,3.0,0.2,1,16,0.009994933501491582
quantile,200,0.2,3.0,0.2,1,16,0.004334324472644426
huber,200,0.2,3.0,0.2,1,16,0.0032569176849994246
linear,200,0.2,3.0,0.2,1,17,0.006001139092294931
quantile,200,0.2,3.0,0.2,1,17,0.004572955049617881
huber,200,0.2,3.0,0.2,1,17,0.0033834554423865402
linear,200,0.2,3.0,0.2,1,18,0.006501013226376742
quantile,200,0.2,3.0,0.2,1,18,0.005540419966757437
huber,200,0.2,3.0,0.2,1,18,0.004793759481412916
linear,200,0.2,3.0,0.2,1,19,0.004606221606176879
quantile,200,0.2,3.0,0.2,1,19,0.005000444770394835
huber,200,0.2,3.0,0.2,1,19,0.004258306504617258
linear,200,0.2,3.0,0.2,1,20,0.0051044933308709815
quantile,200,0.2,3.0,0.2,1,20,0.003444070742663244
huber,200,0.2,3.0,0.2,1,20,0.002791841909414229
linear,200,0.2,3.0,0.2,1,21,0.004431544123526322
quantile,200,0.2,3.0,0.2,1,21,0.0032640449195350495
huber,200,0.2,3.0,0.2,1,21,0.0027677893404414304
linear,200,0.2,3.0,0.2,1,22,0.0027882131885779487
quantile,200,0.2,3.0,0.2,1,22,0.004537195367897955
huber,200,0.2,3.0,0.2,1,22,0.0029709042561318526
linear,200,0.2,3.0,0.2,1,23,0.005855424503722093
quantile,200,0.2,3.0,0.2,1,23,0.004206441286626733
huber,200,0.2,3.0,0.2,1,23,0.0038177919750752715
linear,200,0.2,3.0,0.2,1,24,0.006093185930419261
quantile,200,0.2,3.0,0.2,1,24,0.004640387612204943
huber,200,0.2,3.0,0.2,1,24,0.0038848569196009834
linear,200,0.2,3.0,0.2,1,25,0.008307504491505873
quantile,200,0.2,3.0,0.2,1,25,0.0064451778877679415
huber,200,0.2,3.0,0.2,1,25,0.00616133424168846
linear,200,0.2,3.0,0.2,1,26,0.00957273869267379
quantile,200,0.2,3.0,0.2,1,26,0.004336726694749091
huber,200,0.2,3.0,0.2,1,26,0.0034452454491506893
linear,200,0.2,3.0,0.2,1,27,0.01049779674958733
quantile,200,0.2,3.0,0.2,1,27,0.00666531572874666
huber,200,0.2,3.0,0.2,1,27,0.00567011804892071
linear,200,0.2,3.0,0.2,1,28,0.009650773348974002
quantile,200,0.2,3.0,0.2,1,28,0.005011636595568198
huber,200,0.2,3.0,0.2,1,28,0.004514685874738878
linear,200,0.2,3.0,0.2,1,29,0.006347428661563898
quantile,200,0.2,3.0,0.2,1,29,0.006055804670442094
huber,200,0.2,3.0,0.2,1,29,0.004707920893255625
linear,200,0.2,3.0,0.2,5,0,0.008847653728333498
quantile,200,0.2,3.0,0.2,5,0,0.006912188596628561
huber,200,0.2,3.0,0.2,5,0,0.005725576138487983
linear,200,0.2,3.0,0.2,5,1,0.006204801290114491
quantile,200,0.2,3.0,0.2,5,1,0.006763792113871253
huber,200,0.2,3.0,0.2,5,1,0.005274705372101602
linear,200,0.2,3.0,0.2,5,2,0.005720872989929553
quantile,200,0.2,3.0,0.2,5,2,0.004116936883476969
huber,200,0.2,3.0,0.2,5,2,0.0037363069471652846
linear,200,0.2,3.0,0.2,5,3,0.009093954362808498
quantile,200,0.2,3.0,0.2,5,3,0.0042911268797351425
huber,200,0.2,3.0,0.2,5,3,0.004101284090304715
linear,200,0.2,3.0,0.2,5,4,0.005803143096153531
quantile,200,0.2,3.0,0.2,5,4,0.0059837050406397595
huber,200,0.2,3.0,0.2,5,4,0.004588817580631033
linear,200,0.2,3.0,0.2,5,5,0.0036417099798525276
quantile,200,0.2,3.0,0.2,5,5,0.0043528810804181525
huber,200,0.2,3.0,0.2,5,5,0.003243432105182979
linear,200,0.2,3.0,0.2,5,6,0.006581105427965353
quantile,200,0.2,3.0,0.2,5,6,0.0050373963823105855
huber,200,0.2,3.0,0.2,5,6,0.005638562388053315
linear,200,0.2,3.0,0.2,5,7,0.003847533005288406
quantile,200,0.2,3.0,0.2,5,7,0.002746008820383181
huber,200,0.2,3.0,0.2,5,7,0.00212364001592295
linear,200,0.2,3.0,0.2,5,8,0.005645876575319098
quantile,200,0.2,3.0,0.2,5,8,0.004140562637153828
huber,200,0.2,3.0,0.2,5,8,0.00504619132889237
linear,200,0.2,3.0,0.2,5,9,0.004127746761354152
quantile,200,0.2,3.0,0.2,5,9,0.0032857958983908983
huber,200,0.2,3.0,0.2,5,9,0.003079933875633303
linear,200,0.2,3.0,0.2,5,10,0.008718250810457882
quantile,200,0.2,3.0,0.2,5,10,0.004180164448393789
huber,200,0.2,3.0,0.2,5,10,0.0039597600894666785
linear,200,0.2,3.0,0.2,5,11,0.004561397768573462
quantile,200,0.2,3.0,0.2,5,11,0.0031924827943551233
huber,200,0.2,3.0,0.2,5,11,0.002832203736718934
linear,200,0.2,3.0,0.2,5,12,0.0030469908614707266
quantile,200,0.2,3.0,0.2,5,12,0.0026722899863257494
huber,200,0.2,3.0,0.2,5,12,0.003167814913828164
linear,200,0.2,3.0,0.2,5,13,0.003797897011471897
quantile,200,0.2,3.0,0.2,5,13,0.0043302522096540915
huber,200,0.2,3.0,0.2,5,13,0.0032647241109491224
linear,200,0.2,3.0,0.2,5,14,0.005581958071604828
quantile,200,0.2,3.0,0.2,5,14,0.0036564767535314222
huber,200,0.2,3.0,0.2,5,14,0.003798176407458423
linear,200,0.2,3.0,0.2,5,15,0.0034785106057159828
quantile,200,0.2,3.0,0.2,5,15,0.004950389803978465
huber,200,0.2,3.0,0.2,5,15,0.002727647292367863
linear,200,0.2,3.0,0.2,5,16,0.004838748735770011
quantile,200,0.2,3.0,0.2,5,16,0.0038971089491754247
huber,200,0.2,3.0,0.2,5,16,0.0031492492704220873
linear,200,0.2,3.0,0.2,5,17,0.007290702618304379
quantile,200,0.2,3.0,0.2,5,17,0.005199796307005049
huber,200,0.2,3.0,0.2,5,17,0.004120249208480985
linear,200,0.2,3.0,0.2,5,18,0.009848414829238688
quantile,200,0.2,3.0,0.2,5,18,0.007039024228469982
huber,200,0.2,3.0,0.2,5,18,0.00511964992623391
linear,200,0.2,3.0,0.2,5,19,0.0065905738497693805
quantile,200,0.2,3.0,0.2,5,19,0.004969225922490008
huber,200,0.2,3.0,0.2,5,19,0.004188017989376405
linear,200,0.2,3.0,0.2,5,20,0.005833181086374847
quantile,200,0.2,3.0,0.2,5,20,0.003490911522501175
huber,200,0.2,3.0,0.2,5,20,0.004486769658968123
linear,200,0.2,3.0,0.2,5,21,0.00519200974303832
quantile,200,0.2,3.0,0.2,5,21,0.006106345754152327
huber,200,0.2,3.0,0.2,5,21,0.004571589885253857
linear,200,0.2,3.0,0.2,5,22,0.003473823628911877
quantile,200,0.2,3.0,0.2,5,22,0.0026885393949502567
huber,200,0.2,3.0,0.2,5,22,0.0018535486209393624
linear,200,0.2,3.0,0.2,5,23,0.005622283750738936
quantile,200,0.2,3.0,0.2,5,23,0.0033112109702220227
huber,200,0.2,3.0,0.2,5,23,0.003309494627671522
linear,200,0.2,3.0,0.2,5,24,0.003608868423864614
quantile,200,0.2,3.0,0.2,5,24,0.005644783401058373
huber,200,0.2,3.0,0.2,5,24,0.0034752683055567168
linear,200,0.2,3.0,0.2,5,25,0.013648497657429707
quantile,200,0.2,3.0,0.2,5,25,0.006713844313684223
huber,200,0.2,3.0,0.2,5,25,0.005179177474201301
linear,200,0.2,3.0,0.2,5,26,0.010165550205768042
quantile,200,0.2,3.0,0.2,5,26,0.003562945344803585
huber,200,0.2,3.0,0.2,5,26,0.0028646572463366052
linear,200,0.2,3.0,0.2,5,27,0.004624327201795829
quantile,200,0.2,3.0,0.2,5,27,0.004544973526396609
huber,200,0.2,3.0,0.2,5,27,0.003161062183102507
linear,200,0.2,3.0,0.2,5,28,0.009348633717211412
quantile,200,0.2,3.0,0.2,5,28,0.004850922741341336
huber,200,0.2,3.0,0.2,5,28,0.003246848773270393
linear,200,0.2,3.0,0.2,5,29,0.008403603176122158
quantile,200,0.2,3.0,0.2,5,29,0.005282357725604548
huber,200,0.2,3.0,0.2,5,29,0.005717272391697196
linear,200,0.2,3.0,0.2,10,0,0.0042174901066903666
quantile,200,0.2,3.0,0.2,10,0,0.004376307904471065
huber,200,0.2,3.0,0.2,10,0,0.003207518687989662
linear,200,0.2,3.0,0.2,10,1,0.010715650595548274
quantile,200,0.2,3.0,0.2,10,1,0.005937525199487395
huber,200,0.2,3.0,0.2,10,1,0.005644504999403983
linear,200,0.2,3.0,0.2,10,2,0.005384394180501901
quantile,200,0.2,3.0,0.2,10,2,0.00499622851559772
huber,200,0.2,3.0,0.2,10,2,0.003150631683644596
linear,200,0.2,3.0,0.2,10,3,0.00548689430371832
quantile,200,0.2,3.0,0.2,10,3,0.004471808706264274
huber,200,0.2,3.0,0.2,10,3,0.0038645224214598367
linear,200,0.2,3.0,0.2,10,4,0.005066960776362721
quantile,200,0.2,3.0,0.2,10,4,0.002281476449066482
huber,200,0.2,3.0,0.2,10,4,0.0021400863036531354
linear,200,0.2,3.0,0.2,10,5,0.006601819288994895
quantile,200,0.2,3.0,0.2,10,5,0.0070035935386222655
huber,200,0.2,3.0,0.2,10,5,0.005901957630608813
linear,200,0.2,3.0,0.2,10,6,0.005394343226288226
quantile,200,0.2,3.0,0.2,10,6,0.004806347132280201
huber,200,0.2,3.0,0.2,10,6,0.003617800343113166
linear,200,0.2,3.0,0.2,10,7,0.007910664702549936
quantile,200,0.2,3.0,0.2,10,7,0.005397362788679986
huber,200,0.2,3.0,0.2,10,7,0.005012864889979563
linear,200,0.2,3.0,0.2,10,8,0.005986627630361249
quantile,200,0.2,3.0,0.2,10,8,0.0032345553419206113
huber,200,0.2,3.0,0.2,10,8,0.003139610323499544
linear,200,0.2,3.0,0.2,10,9,0.007577634752348116
quantile,200,0.2,3.0,0.2,10,9,0.00565167660536636
huber,200,0.2,3.0,0.2,10,9,0.004125375140545333
linear,200,0.2,3.0,0.2,10,10,0.005222873665091202
quantile,200,0.2,3.0,0.2,10,10,0.003807344211701464
huber,200,0.2,3.0,0.2,10,10,0.003341080684573029
linear,200,0.2,3.0,0.2,10,11,0.0081603351816825
quantile,200,0.2,3.0,0.2,10,11,0.005000100213497155
huber,200,0.2,3.0,0.2,10,11,0.003208349196918507
linear,200,0.2,3.0,0.2,10,12,0.006595745207442477
quantile,200,0.2,3.0,0.2,10,12,0.004618565971730429
huber,200,0.2,3.0,0.2,10,12,0.005151340933340598
linear,200,0.2,3.0,0.2,10,13,0.009018180386196005
quantile,200,0.2,3.0,0.2,10,13,0.0051274651836301765
huber,200,0.2,3.0,0.2,10,13,0.005430281653973747
linear,200,0.2,3.0,0.2,10,14,0.009176307690582471
quantile,200,0.2,3.0,0.2,10,14,0.003412453227552692
huber,200,0.2,3.0,0.2,10,14,0.0032022205786779064
linear,200,0.2,3.0,0.2,10,15,0.009260147722604134
quantile,200,0.2,3.0,0.2,10,15,0.006582094195341942
huber,200,0.2,3.0,0.2,10,15,0.005886951344600863
linear,200,0.2,3.0,0.2,10,16,0.007015669373633756
quantile,200,0.2,3.0,0.2,10,16,0.004201824835227723
huber,200,0.2,3.0,0.2,10,16,0.003555676429009242
linear,200,0.2,3.0,0.2,10,17,0.007125116963741041
quantile,200,0.2,3.0,0.2,10,17,0.005983933451402047
huber,200,0.2,3.0,0.2,10,17,0.004063596905929342
linear,200,0.2,3.0,0.2,10,18,0.005304131560595131
quantile,200,0.2,3.0,0.2,10,18,0.005086713103116711
huber,200,0.2,3.0,0.2,10,18,0.0030814079399358227
linear,200,0.2,3.0,0.2,10,19,0.003965919306621919
quantile,200,0.2,3.0,0.2,10,19,0.0036789152738065803
huber,200,0.2,3.0,0.2,10,19,0.002986118505850364
linear,200,0.2,3.0,0.2,10,20,0.00500960279371513
quantile,200,0.2,3.0,0.2,10,20,0.004183383523013163
huber,200,0.2,3.0,0.2,10,20,0.003657172809896199
linear,200,0.2,3.0,0.2,10,21,0.0032625653031904942
quantile,200,0.2,3.0,0.2,10,21,0.004536261269022063
huber,200,0.2,3.0,0.2,10,21,0.0027412867999771933
linear,200,0.2,3.0,0.2,10,22,0.008391367131154575
quantile,200,0.2,3.0,0.2,10,22,0.004216116582624161
huber,200,0.2,3.0,0.2,10,22,0.003982221642363021
linear,200,0.2,3.0,0.2,10,23,0.0057809904340423365
quantile,200,0.2,3.0,0.2,10,23,0.0064436706989640215
huber,200,0.2,3.0,0.2,10,23,0.004697110879826662
linear,200,0.2,3.0,0.2,10,24,0.008361875047127773
quantile,200,0.2,3.0,0.2,10,24,0.002703671371799317
huber,200,0.2,3.0,0.2,10,24,0.0023722910398778934
linear,200,0.2,3.0,0.2,10,25,0.010091278264899455
quantile,200,0.2,3.0,0.2,10,25,0.00518496790369454
huber,200,0.2,3.0,0.2,10,25,0.003473073329553921
linear,200,0.2,3.0,0.2,10,26,0.0039620282213345724
quantile,200,0.2,3.0,0.2,10,26,0.004182607019900466
huber,200,0.2,3.0,0.2,10,26,0.003009918588509496
linear,200,0.2,3.0,0.2,10,27,0.005883070799805524
quantile,200,0.2,3.0,0.2,10,27,0.004103027634847043
huber,200,0.2,3.0,0.2,10,27,0.0037792126843626097
linear,200,0.2,3.0,0.2,10,28,0.003439646054951763
quantile,200,0.2,3.0,0.2,10,28,0.0028874384704999038
huber,200,0.2,3.0,0.2,10,28,0.0025933679853476143
linear,200,0.2,3.0,0.2,10,29,0.005446894547093644
quantile,200,0.2,3.0,0.2,10,29,0.003968511667505464
huber,200,0.2,3.0,0.2,10,29,0.0031757460280043377
linear,200,0.2,5.0,0.2,1,0,0.003965734771892109
quantile,200,0.2,5.0,0.2,1,0,0.004171534687171477
huber,200,0.2,5.0,0.2,1,0,0.003998215584331972
linear,200,0.2,5.0,0.2,1,1,0.010940533179444396
quantile,200,0.2,5.0,0.2,1,1,0.009254425806667493
huber,200,0.2,5.0,0.2,1,1,0.0072855756959359945
linear,200,0.2,5.0,0.2,1,2,0.007037461420580737
quantile,200,0.2,5.0,0.2,1,2,0.005096832445315061
huber,200,0.2,5.0,0.2,1,2,0.00350740708582864
linear,200,0.2,5.0,0.2,1,3,0.0042491047384377156
quantile,200,0.2,5.0,0.2,1,3,0.004861536658073715
huber,200,0.2,5.0,0.2,1,3,0.004071624584696733
linear,200,0.2,5.0,0.2,1,4,0.0073122111223801025
quantile,200,0.2,5.0,0.2,1,4,0.005293845671637247
huber,200,0.2,5.0,0.2,1,4,0.005234315031379741
linear,200,0.2,5.0,0.2,1,5,0.009821641892360351
quantile,200,0.2,5.0,0.2,1,5,0.009979128574309711
huber,200,0.2,5.0,0.2,1,5,0.008169861389665087
linear,200,0.2,5.0,0.2,1,6,0.008560782935894604
quantile,200,0.2,5.0,0.2,1,6,0.010893249698921192
huber,200,0.2,5.0,0.2,1,6,0.008359864325679898
linear,200,0.2,5.0,0.2,1,7,0.012211556037594768
quantile,200,0.2,5.0,0.2,1,7,0.011889124152945605
huber,200,0.2,5.0,0.2,1,7,0.009685467200153137
linear,200,0.2,5.0,0.2,1,8,0.007759228447315048
quantile,200,0.2,5.0,0.2,1,8,0.007520694847120887
huber,200,0.2,5.0,0.2,1,8,0.006925771690039296
linear,200,0.2,5.0,0.2,1,9,0.006218575665881068
quantile,200,0.2,5.0,0.2,1,9,0.007569262456730778
huber,200,0.2,5.0,0.2,1,9,0.006278534951709455
linear,200,0.2,5.0,0.2,1,10,0.0064734650060889794
quantile,200,0.2,5.0,0.2,1,10,0.007701743736713904
huber,200,0.2,5.0,0.2,1,10,0.006119219749413039
linear,200,0.2,5.0,0.2,1,11,0.005448399982887835
quantile,200,0.2,5.0,0.2,1,11,0.006927971014287407
huber,200,0.2,5.0,0.2,1,11,0.006394175030554401
linear,200,0.2,5.0,0.2,1,12,0.008333969930850357
quantile,200,0.2,5.0,0.2,1,12,0.00866728434816734
huber,200,0.2,5.0,0.2,1,12,0.008189491455053396
linear,200,0.2,5.0,0.2,1,13,0.00938486085821421
quantile,200,0.2,5.0,0.2,1,13,0.009412281693221024
huber,200,0.2,5.0,0.2,1,13,0.009025668268772796
linear,200,0.2,5.0,0.2,1,14,0.008625021059926723
quantile,200,0.2,5.0,0.2,1,14,0.009395081730019895
huber,200,0.2,5.0,0.2,1,14,0.006873250685768423
linear,200,0.2,5.0,0.2,1,15,0.00969457879887231
quantile,200,0.2,5.0,0.2,1,15,0.009480410919513838
huber,200,0.2,5.0,0.2,1,15,0.007823725579906581
linear,200,0.2,5.0,0.2,1,16,0.0052519954795145485
quantile,200,0.2,5.0,0.2,1,16,0.005346088109895947
huber,200,0.2,5.0,0.2,1,16,0.0038753380946370273
linear,200,0.2,5.0,0.2,1,17,0.009849449332261485
quantile,200,0.2,5.0,0.2,1,17,0.010534443731409358
huber,200,0.2,5.0,0.2,1,17,0.009333440878013449
linear,200,0.2,5.0,0.2,1,18,0.005470891275462564
quantile,200,0.2,5.0,0.2,1,18,0.007460180957137347
huber,200,0.2,5.0,0.2,1,18,0.00464721813310759
linear,200,0.2,5.0,0.2,1,19,0.006896085505368005
quantile,200,0.2,5.0,0.2,1,19,0.0073183047880818475
huber,200,0.2,5.0,0.2,1,19,0.00590268293268565
linear,200,0.2,5.0,0.2,1,20,0.006256264165566719
quantile,200,0.2,5.0,0.2,1,20,0.0086850718382433
huber,200,0.2,5.0,0.2,1,20,0.006698691733090341
linear,200,0.2,5.0,0.2,1,21,0.006114001814349672
quantile,200,0.2,5.0,0.2,1,21,0.008280080102571965
huber,200,0.2,5.0,0.2,1,21,0.005775230953210582
linear,200,0.2,5.0,0.2,1,22,0.0044233449767601875
quantile,200,0.2,5.0,0.2,1,22,0.007922410901095491
huber,200,0.2,5.0,0.2,1,22,0.005488079107830593
linear,200,0.2,5.0,0.2,1,23,0.006265227014074196
quantile,200,0.2,5.0,0.2,1,23,0.007753313713655327
huber,200,0.2,5.0,0.2,1,23,0.005775787000857117
linear,200,0.2,5.0,0.2,1,24,0.0037982232459425553
quantile,200,0.2,5.0,0.2,1,24,0.0060089392236253895
huber,200,0.2,5.0,0.2,1,24,0.0037071267554488973
linear,200,0.2,5.0,0.2,1,25,0.0059368583915670806
quantile,200,0.2,5.0,0.2,1,25,0.00675648948869847
huber,200,0.2,5.0,0.2,1,25,0.005864254336318575
linear,200,0.2,5.0,0.2,1,26,0.004999169946525689
quantile,200,0.2,5.0,0.2,1,26,0.00691857777502201
huber,200,0.2,5.0,0.2,1,26,0.004413531600386308
linear,200,0.2,5.0,0.2,1,27,0.0063051254560510615
quantile,200,0.2,5.0,0.2,1,27,0.007004079722572604
huber,200,0.2,5.0,0.2,1,27,0.006129923730728695
linear,200,0.2,5.0,0.2,1,28,0.006898078368610697
quantile,200,0.2,5.0,0.2,1,28,0.010007731097548015
huber,200,0.2,5.0,0.2,1,28,0.00790517245131713
linear,200,0.2,5.0,0.2,1,29,0.0074448016786293454
quantile,200,0.2,5.0,0.2,1,29,0.010550087717471896
huber,200,0.2,5.0,0.2,1,29,0.007902793005260958
linear,200,0.2,5.0,0.2,5,0,0.0069767002828649725
quantile,200,0.2,5.0,0.2,5,0,0.006289778305540507
huber,200,0.2,5.0,0.2,5,0,0.005574010694914643
linear,200,0.2,5.0,0.2,5,1,0.0034960045681143694
quantile,200,0.2,5.0,0.2,5,1,0.004200447938550329
huber,200,0.2,5.0,0.2,5,1,0.003247103793916738
linear,200,0.2,5.0,0.2,5,2,0.0072339023824332955
quantile,200,0.2,5.0,0.2,5,2,0.00939678665365872
huber,200,0.2,5.0,0.2,5,2,0.007348463776324736
linear,200,0.2,5.0,0.2,5,3,0.006527949562081836
quantile,200,0.2,5.0,0.2,5,3,0.004269432659364131
huber,200,0.2,5.0,0.2,5,3,0.004584244235641677
linear,200,0.2,5.0,0.2,5,4,0.005663099732800049
quantile,200,0.2,5.0,0.2,5,4,0.008592143510588287
huber,200,0.2,5.0,0.2,5,4,0.006414954920318458
linear,200,0.2,5.0,0.2,5,5,0.006723533828982794
quantile,200,0.2,5.0,0.2,5,5,0.009237348213391807
